name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions
Baseflow/PhotoView,https://github.com/Baseflow/PhotoView,master,565505d5cb84f5977771b5d2ccb7726338e77224,18309,3896,,build.gradle;photoview/build.gradle;sample/build.gradle;settings.gradle;,,
MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server,main,77d409aceb6b9ce853a8ae585b8589e3d246707d,9305,3897,pom.xml;,,.travis.yml;,
google/gson,https://github.com/google/gson,master,6d2557d5d1a8ac498f2bcee20e5053c93b33ecce,21202,4084,extras/pom.xml;gson/pom.xml;metrics/pom.xml;pom.xml;proto/pom.xml;,,,.github/workflows/build.yml;.github/workflows/cifuzz.yml;.github/workflows/codeql-analysis.yml;
spring-attic/spring-security-oauth,https://github.com/spring-attic/spring-security-oauth,main,0344de8cc75055742f638b1e476a646a6f5891d9,4599,4088,pom.xml;samples/oauth/sparklr/pom.xml;samples/oauth/tonr/pom.xml;samples/oauth2/sparklr/pom.xml;samples/oauth2/tonr/pom.xml;samples/pom.xml;spring-security-jwt/pom.xml;spring-security-oauth/pom.xml;spring-security-oauth2/pom.xml;tests/annotation/approval/pom.xml;tests/annotation/client/pom.xml;tests/annotation/common/pom.xml;tests/annotation/custom-authentication/pom.xml;tests/annotation/custom-grant/pom.xml;tests/annotation/form/pom.xml;tests/annotation/jaxb/pom.xml;tests/annotation/jdbc/pom.xml;tests/annotation/jpa/pom.xml;tests/annotation/jwt/pom.xml;tests/annotation/mappings/pom.xml;tests/annotation/multi/pom.xml;tests/annotation/pom.xml;tests/annotation/resource/pom.xml;tests/annotation/ssl/pom.xml;tests/annotation/vanilla/pom.xml;tests/pom.xml;tests/xml/approval/pom.xml;tests/xml/client/pom.xml;tests/xml/common/pom.xml;tests/xml/form/pom.xml;tests/xml/jdbc/pom.xml;tests/xml/jwt/pom.xml;tests/xml/mappings/pom.xml;tests/xml/pom.xml;tests/xml/vanilla/pom.xml;,,.travis.yml;,
JakeWharton/ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,master,8cd549f23f3d20ff920e19a2345c54983f65e26b,10202,4111,library/pom.xml;pom.xml;sample/pom.xml;,,,
apache/hive,https://github.com/apache/hive,master,714c260e4a7c6b147c897718a33e693699267792,4393,4115,accumulo-handler/pom.xml;beeline/pom.xml;classification/pom.xml;cli/pom.xml;common/pom.xml;contrib/pom.xml;druid-handler/pom.xml;hbase-handler/pom.xml;hcatalog/core/pom.xml;hcatalog/hcatalog-pig-adapter/pom.xml;hcatalog/pom.xml;hcatalog/server-extensions/pom.xml;hcatalog/webhcat/java-client/pom.xml;hcatalog/webhcat/svr/pom.xml;hplsql/pom.xml;iceberg/iceberg-catalog/pom.xml;iceberg/iceberg-handler/pom.xml;iceberg/iceberg-shading/pom.xml;iceberg/patched-iceberg-api/pom.xml;iceberg/patched-iceberg-core/pom.xml;iceberg/pom.xml;itests/custom-serde/pom.xml;itests/custom-udfs/pom.xml;itests/custom-udfs/udf-classloader-udf1/pom.xml;itests/custom-udfs/udf-classloader-udf2/pom.xml;itests/custom-udfs/udf-classloader-util/pom.xml;itests/custom-udfs/udf-vectorized-badexample/pom.xml;itests/hcatalog-unit/pom.xml;itests/hive-blobstore/pom.xml;itests/hive-jmh/pom.xml;itests/hive-minikdc/pom.xml;itests/hive-unit-hadoop2/pom.xml;itests/hive-unit/pom.xml;itests/pom.xml;itests/qtest-accumulo/pom.xml;itests/qtest-druid/pom.xml;itests/qtest-iceberg/pom.xml;itests/qtest-kudu/pom.xml;itests/qtest/pom.xml;itests/test-serde/pom.xml;itests/util/pom.xml;jdbc-handler/pom.xml;jdbc/pom.xml;kafka-handler/pom.xml;kudu-handler/pom.xml;llap-client/pom.xml;llap-common/pom.xml;llap-ext-client/pom.xml;llap-server/pom.xml;llap-tez/pom.xml;metastore/pom.xml;packaging/pom.xml;parser/pom.xml;pom.xml;ql/pom.xml;serde/pom.xml;service-rpc/pom.xml;service/pom.xml;shims/0.23/pom.xml;shims/aggregator/pom.xml;shims/common/pom.xml;shims/pom.xml;shims/scheduler/pom.xml;standalone-metastore/metastore-common/pom.xml;standalone-metastore/metastore-server/pom.xml;standalone-metastore/metastore-tools/metastore-benchmarks/pom.xml;standalone-metastore/metastore-tools/pom.xml;standalone-metastore/metastore-tools/tools-common/pom.xml;standalone-metastore/pom.xml;storage-api/pom.xml;streaming/pom.xml;testutils/pom.xml;udf/pom.xml;upgrade-acid/pom.xml;upgrade-acid/pre-upgrade/pom.xml;vector-code-gen/pom.xml;,,,.github/workflows/auto-assign.yml;.github/workflows/spelling.yml;.github/workflows/stale.yml;
macrozheng/mall-swarm,https://github.com/macrozheng/mall-swarm,master,93e19621c89492260cd3f9037f4515c5b1127d89,9048,4185,mall-admin/pom.xml;mall-auth/pom.xml;mall-common/pom.xml;mall-demo/pom.xml;mall-gateway/pom.xml;mall-mbg/pom.xml;mall-monitor/pom.xml;mall-portal/pom.xml;mall-search/pom.xml;pom.xml;,,,
apache/tomcat,https://github.com/apache/tomcat,main,c8fce99bd7a688603c2e68a559124881ec01a066,6193,4216,modules/cxf/pom.xml;modules/jdbc-pool/pom.xml;modules/openssl-foreign/pom.xml;modules/openssl-java17/pom.xml;modules/owb/pom.xml;modules/stuffed/pom.xml;,,.travis.yml;,.github/workflows/ci.yml;
android-async-http/android-async-http,https://github.com/android-async-http/android-async-http,master,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,10654,4218,,build.gradle;library/build.gradle;maven_push.gradle;sample/build.gradle;settings.gradle;,.travis.yml;,.github/workflows/gradle-wrapper-validation.yml;
alibaba/DataX,https://github.com/alibaba/DataX,master,2151860a079acb40846f9bb0080e4a9d8d99f648,11688,4235,adbpgwriter/pom.xml;adswriter/pom.xml;cassandrareader/pom.xml;cassandrawriter/pom.xml;clickhousewriter/pom.xml;common/pom.xml;core/pom.xml;drdsreader/pom.xml;drdswriter/pom.xml;elasticsearchwriter/pom.xml;ftpreader/pom.xml;ftpwriter/pom.xml;gdbreader/pom.xml;gdbwriter/pom.xml;hbase094xreader/pom.xml;hbase094xwriter/pom.xml;hbase11xreader/pom.xml;hbase11xsqlreader/pom.xml;hbase11xsqlwriter/pom.xml;hbase11xwriter/pom.xml;hbase20xsqlreader/pom.xml;hbase20xsqlwriter/pom.xml;hdfsreader/pom.xml;hdfswriter/pom.xml;hologresjdbcwriter/pom.xml;kingbaseesreader/pom.xml;kingbaseeswriter/pom.xml;kuduwriter/pom.xml;mongodbreader/pom.xml;mongodbwriter/pom.xml;mysqlreader/pom.xml;mysqlwriter/pom.xml;oceanbasev10reader/pom.xml;oceanbasev10writer/pom.xml;ocswriter/pom.xml;odpsreader/pom.xml;odpswriter/pom.xml;opentsdbreader/pom.xml;oraclereader/pom.xml;oraclewriter/pom.xml;oscarwriter/pom.xml;ossreader/pom.xml;osswriter/pom.xml;otsreader/pom.xml;otsstreamreader/pom.xml;otswriter/pom.xml;plugin-rdbms-util/pom.xml;plugin-unstructured-storage-util/pom.xml;pom.xml;postgresqlreader/pom.xml;postgresqlwriter/pom.xml;rdbmsreader/pom.xml;rdbmswriter/pom.xml;sqlserverreader/pom.xml;sqlserverwriter/pom.xml;streamreader/pom.xml;streamwriter/pom.xml;tdenginereader/pom.xml;tdenginewriter/pom.xml;transformer/pom.xml;tsdbreader/pom.xml;tsdbwriter/pom.xml;txtfilereader/pom.xml;txtfilewriter/pom.xml;,,,
paascloud/paascloud-master,https://github.com/paascloud/paascloud-master,master,781281a9503332ed3cef44ea618349d14230a127,9404,4326,paascloud-common/paascloud-common-base/pom.xml;paascloud-common/paascloud-common-config/pom.xml;paascloud-common/paascloud-common-core/pom.xml;paascloud-common/paascloud-common-util/pom.xml;paascloud-common/paascloud-common-zk/pom.xml;paascloud-common/paascloud-security-app/pom.xml;paascloud-common/paascloud-security-core/pom.xml;paascloud-common/paascloud-security-feign/pom.xml;paascloud-common/pom.xml;paascloud-discovery/pom.xml;paascloud-eureka/pom.xml;paascloud-gateway/pom.xml;paascloud-generator/paascloud-generator-mdc/pom.xml;paascloud-generator/paascloud-generator-omc/pom.xml;paascloud-generator/paascloud-generator-opc/pom.xml;paascloud-generator/paascloud-generator-tpc/pom.xml;paascloud-generator/paascloud-generator-uac/pom.xml;paascloud-generator/pom.xml;paascloud-monitor/pom.xml;paascloud-provider-api/paascloud-provider-mdc-api/pom.xml;paascloud-provider-api/paascloud-provider-omc-api/pom.xml;paascloud-provider-api/paascloud-provider-opc-api/pom.xml;paascloud-provider-api/paascloud-provider-sdk-api/pom.xml;paascloud-provider-api/paascloud-provider-tpc-api/pom.xml;paascloud-provider-api/paascloud-provider-uac-api/pom.xml;paascloud-provider-api/pom.xml;paascloud-provider/paascloud-provider-mdc/pom.xml;paascloud-provider/paascloud-provider-omc/pom.xml;paascloud-provider/paascloud-provider-opc/pom.xml;paascloud-provider/paascloud-provider-tpc/pom.xml;paascloud-provider/paascloud-provider-uac/pom.xml;paascloud-provider/pom.xml;paascloud-zipkin/pom.xml;pom.xml;,,,
DuGuQiuBai/Java,https://github.com/DuGuQiuBai/Java,master,f7aa7398c6e0e856125d4c7f3446a9406198ca3d,10111,4434,,,,
udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,sunshine_master,5d0dd65f0baab1f2b34a1e8bd8e311a9e581a83d,2898,4557,,app/build.gradle;build.gradle;settings.gradle;,,
