name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Jacoco, GA Cobertura,GA Javadoc
JavaOPs/topjava,https://github.com/JavaOPs/topjava,master,f6e2ec1a6e3f7f9c2fbb5edc4a9ad59a04621a7f,254,2737,pom.xml;,,,,,,,,,,,,,,,,,
spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,main,faf61ab7840c3f98eae42c77ba9633ed1d4d55df,3576,2740,docs/pom.xml;pom.xml;spring-cloud-gateway-dependencies/pom.xml;spring-cloud-gateway-integration-tests/grpc/pom.xml;spring-cloud-gateway-integration-tests/http2/pom.xml;spring-cloud-gateway-integration-tests/mvc-failure-analyzer/pom.xml;spring-cloud-gateway-integration-tests/pom.xml;spring-cloud-gateway-mvc/pom.xml;spring-cloud-gateway-sample/pom.xml;spring-cloud-gateway-server/pom.xml;spring-cloud-gateway-webflux/pom.xml;spring-cloud-starter-gateway/pom.xml;,,,.github/workflows/maven.yml;,,,,,,,,,,,,,,
MithunTechnologiesDevOps/spring-boot-mongo-docker,https://github.com/MithunTechnologiesDevOps/spring-boot-mongo-docker,master,4fd5e7cd91e6bdd58961886cbeae0a5cef71c473,25,2771,pom.xml;,,,,,,,,,,,,,,,,,
survivingwithandroid/Surviving-with-android,https://github.com/survivingwithandroid/Surviving-with-android,master,4f03b8308cd5850c415abf59d52190ec8c558ceb,1277,2819,,AndroidCharts/app/build.gradle;AndroidCharts/build.gradle;AndroidCharts/settings.gradle;AndroidDataBinding/app/build.gradle;AndroidDataBinding/build.gradle;AndroidDataBinding/settings.gradle;AndroidFirebasePush/app/build.gradle;AndroidFirebasePush/build.gradle;AndroidFirebasePush/settings.gradle;AndroidJSoup/build.gradle;AndroidJSoup/jsoup/build.gradle;AndroidJSoup/settings.gradle;AndroidParcelable/.gradle;AndroidParcelable/.gradle/2.2.1;AndroidParcelable/.gradle/2.2.1/taskArtifacts;AndroidParcelable/.gradle/2.2.1/taskArtifacts/cache.properties;AndroidParcelable/.gradle/2.2.1/taskArtifacts/cache.properties.lock;AndroidParcelable/.gradle/2.2.1/taskArtifacts/fileHashes.bin;AndroidParcelable/.gradle/2.2.1/taskArtifacts/fileSnapshots.bin;AndroidParcelable/.gradle/2.2.1/taskArtifacts/outputFileStates.bin;AndroidParcelable/.gradle/2.2.1/taskArtifacts/taskArtifacts.bin;AndroidParcelable/app/build.gradle;AndroidParcelable/build.gradle;AndroidParcelable/settings.gradle;AndroidSnackBar/app/build.gradle;AndroidSnackBar/build.gradle;AndroidSnackBar/settings.gradle;AndroidThings_API2/app/build.gradle;AndroidThings_API2/build.gradle;AndroidThings_API2/settings.gradle;AndroidThings_FaceDetector/app/build.gradle;AndroidThings_FaceDetector/build.gradle;AndroidThings_FaceDetector/settings.gradle;AndroidThings_Firebase/app/build.gradle;AndroidThings_Firebase/build.gradle;AndroidThings_Firebase/settings.gradle;AndroidThings_LCD/app/build.gradle;AndroidThings_LCD/build.gradle;AndroidThings_LCD/settings.gradle;AndroidThings_Motors/app/build.gradle;AndroidThings_Motors/build.gradle;AndroidThings_Motors/settings.gradle;AndroidThings_Nearby/build.gradle;AndroidThings_Nearby/mobile/build.gradle;AndroidThings_Nearby/settings.gradle;AndroidThings_Nearby/things/build.gradle;AndroidThings_SwA_Bot/app/build.gradle;AndroidThings_SwA_Bot/build.gradle;AndroidThings_SwA_Bot/settings.gradle;AndroidThngs_Twillio/app/build.gradle;AndroidThngs_Twillio/build.gradle;AndroidThngs_Twillio/settings.gradle;Android_FAB/app/build.gradle;Android_FAB/build.gradle;Android_FAB/settings.gradle;Android_NFC/app/build.gradle;Android_NFC/build.gradle;Android_NFC/settings.gradle;Android_RecyclerView_CardView/app/build.gradle;Android_RecyclerView_CardView/build.gradle;Android_RecyclerView_CardView/settings.gradle;Android_Speech/app/build.gradle;Android_Speech/build.gradle;Android_Speech/settings.gradle;CloudRailTest/app/build.gradle;CloudRailTest/build.gradle;CloudRailTest/settings.gradle;FingerprintAuth/app/build.gradle;FingerprintAuth/build.gradle;FingerprintAuth/settings.gradle;MachineLearning/app/build.gradle;MachineLearning/build.gradle;MachineLearning/settings.gradle;MaterialApp2/app/build.gradle;MaterialApp2/build.gradle;MaterialApp2/settings.gradle;MaterialWeather/app/build.gradle;MaterialWeather/build.gradle;MaterialWeather/settings.gradle;NFCWriter/app/build.gradle;NFCWriter/build.gradle;NFCWriter/settings.gradle;ParsePushTutorial/app/build.gradle;ParsePushTutorial/build.gradle;ParsePushTutorial/settings.gradle;RecyclerViewTutorial/.gradle;RecyclerViewTutorial/.gradle/2.10;RecyclerViewTutorial/.gradle/2.10/taskArtifacts;RecyclerViewTutorial/.gradle/2.10/taskArtifacts/cache.properties;RecyclerViewTutorial/.gradle/2.10/taskArtifacts/cache.properties.lock;RecyclerViewTutorial/.gradle/2.10/taskArtifacts/fileHashes.bin;RecyclerViewTutorial/.gradle/2.10/taskArtifacts/fileSnapshots.bin;RecyclerViewTutorial/.gradle/2.10/taskArtifacts/outputFileStates.bin;RecyclerViewTutorial/.gradle/2.10/taskArtifacts/taskArtifacts.bin;RecyclerViewTutorial/.gradle/2.14.1;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts/cache.properties;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts/cache.properties.lock;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts/fileHashes.bin;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts/fileSnapshots.bin;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts/fileSnapshotsToTreeSnapshotsIndex.bin;RecyclerViewTutorial/.gradle/2.14.1/taskArtifacts/taskArtifacts.bin;RecyclerViewTutorial/.gradle/2.14.1/tasks;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac/localClassSetAnalysis;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.bin;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.lock;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac/localJarClasspathSnapshot;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.bin;RecyclerViewTutorial/.gradle/2.14.1/tasks/_app_compileDebugJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.lock;RecyclerViewTutorial/app/build.gradle;RecyclerViewTutorial/build.gradle;RecyclerViewTutorial/settings.gradle;ShakeToRefresh/build.gradle;ShakeToRefresh/settings.gradle;Things/app/build.gradle;Things/build.gradle;Things/settings.gradle;UVIndex/app/build.gradle;UVIndex/build.gradle;UVIndex/settings.gradle;UbiApp/app/build.gradle;UbiApp/build.gradle;UbiApp/settings.gradle;UnifiedSocialProfile/app/build.gradle;UnifiedSocialProfile/build.gradle;UnifiedSocialProfile/settings.gradle;Weathermap/app/build.gradle;Weathermap/build.gradle;Weathermap/settings.gradle;,,,,,,,,,,,,,,,,
daodaovps/xUtils,https://github.com/daodaovps/xUtils,master,717da38c5466b26f355e0b37430723d86e202d10,6,2821,,,,,,,,,,,,,,,,,,
doocs/leetcode,https://github.com/doocs/leetcode,main,3092c4042bdcc0332ce5e21e3c8c7f9b4e9a5571,14550,2822,,,,.github/workflows/compress.yml;.github/workflows/starcharts.yml;.github/workflows/sync.yml;,,,,,,,,,,,,,,
527515025/springBoot,https://github.com/527515025/springBoot,master,8fadfc31240917e2e9347ec8c394c774082e8d8f,5591,2835,abel-parent/pom.xml;abel-util/pom.xml;springWebSocket/pom.xml;springboot-Cache/pom.xml;springboot-Cache2/pom.xml;springboot-Quartz/pom.xml;springboot-SpringSecurity0/pom.xml;springboot-SpringSecurity1/pom.xml;springboot-dubbo/abel-user-api/pom.xml;springboot-dubbo/abel-user-provider/pom.xml;springboot-dynamicDataSource/pom.xml;springboot-elasticsearch/pom.xml;springboot-jpa/pom.xml;springboot-kafka/pom.xml;springboot-mybatis/pom.xml;springboot-mybatis2/pom.xml;springboot-neo4j/pom.xml;springboot-redis-queue/pom.xml;springboot-rocketmq-ali/pom.xml;springboot-rocketmq/pom.xml;springboot-shiro/pom.xml;springboot-shiro2/pom.xml;springboot-springCloud/config/pom.xml;springboot-springCloud/discovery/pom.xml;springboot-springCloud/monitor/pom.xml;springboot-springCloud/person/pom.xml;springboot-springCloud/pom.xml;springboot-springCloud/some/pom.xml;springboot-springCloud/ui/pom.xml;springboot-springSecurity2/pom.xml;springboot-springSecurity3/pom.xml;springboot-springSecurity4/pom.xml;springboot-swagger-ui/pom.xml;,,,,,,,,,,,,,,,,,
lenve/JavaEETest,https://github.com/lenve/JavaEETest,master,c7c186bdead4f7710decd5a0f85c9f01b0a5a8ef,3108,2842,MyBlog/pom.xml;Test10-Profile/pom.xml;Test11-Event/pom.xml;Test12-Aware/pom.xml;Test13-TaskExecutor/pom.xml;Test14-Scheduled/pom.xml;Test15-Conditional/pom.xml;Test16-GroupAnno/pom.xml;Test17-Test/pom.xml;Test18-FileUpload/pom.xml;Test18-SpringMVC1/pom.xml;Test18-SpringMVC2/pom.xml;Test18-SpringMVC3/pom.xml;Test19-MyStarter/Use-MyStarter/pom.xml;Test19-MyStarter/pom.xml;Test19-SpringBoot2/pom.xml;Test20-Thymeleaf1/pom.xml;Test20-WebSocket/pom.xml;Test21-WebChat/pom.xml;Test22-JPA/pom.xml;Test23-REST/pom.xml;Test24-Transaction/pom.xml;Test25-Cache/pom.xml;Test26-Security/pom.xml;Test27-mybatis3/pom.xml;Test27-mybatis4/pom.xml;Test27-mybatis5/pom.xml;Test27-mybatis6/pom.xml;Test27-mybatis7/pom.xml;Test27-mybatis8/pom.xml;Test27-mybatis9/pom.xml;Test28-Spring1/pom.xml;Test4/pom.xml;Test5/pom.xml;Test6-AOP/pom.xml;Test7-Scope/pom.xml;Test8-EL/pom.xml;Test9-BeanLiftCycle/pom.xml;,,,,,,,,,,,,,,,,,
youtube/api-samples,https://github.com/youtube/api-samples,master,07263305b59a7c3275bc7e925f9ce6cabf774022,4427,2851,java/pom.xml;,,,,,,,,,,,,,,,,,
didi/DoKit,https://github.com/didi/DoKit,master,c3d1e9e97785d03ebfd031454c9e4bd853551b86,18797,2864,,Android/app/build.gradle;Android/app/doraemonkit.gradle;Android/build.gradle;Android/buildSrc/build.gradle;Android/config.gradle;Android/dokit-autotest/build.gradle;Android/dokit-ft/build.gradle;Android/dokit-gps-mock/build.gradle;Android/dokit-leakcanary/build.gradle;Android/dokit-mc/build.gradle;Android/dokit-no-op/build.gradle;Android/dokit-okhttp-api/build.gradle;Android/dokit-okhttp-v3/build.gradle;Android/dokit-okhttp-v4/build.gradle;Android/dokit-plugin/build.gradle;Android/dokit-pthread-hook/build.gradle;Android/dokit-test/build.gradle;Android/dokit-util/build.gradle;Android/dokit-weex/build.gradle;Android/dokit/build.gradle;Android/settings.gradle;Android/upload.gradle;Android/upload_maven_central.gradle;Android/upload_private.gradle;Flutter/example/android/app/build.gradle;Flutter/example/android/build.gradle;Flutter/example/android/settings.gradle;,,,,,,,,,,,,,,,,
codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,master,ae949f44147a0819ab7bc001c50784f2f92c9746,10963,2912,pom.xml;spring-boot-admin-build/pom.xml;spring-boot-admin-client/pom.xml;spring-boot-admin-dependencies/pom.xml;spring-boot-admin-docs/pom.xml;spring-boot-admin-samples/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-custom-ui/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-hazelcast/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-servlet/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-war/pom.xml;spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml;spring-boot-admin-server-cloud/pom.xml;spring-boot-admin-server-ui/pom.xml;spring-boot-admin-server/pom.xml;spring-boot-admin-starter-client/pom.xml;spring-boot-admin-starter-server/pom.xml;,,,.github/workflows/build-feature.yml;.github/workflows/build-main.yml;.github/workflows/build-pullrequest.yml;.github/workflows/release-to-maven-central.yml;,,,,,,,,,,,,,,
openzipkin/zipkin,https://github.com/openzipkin/zipkin,master,4b7f03f6031732c1a6031f1acca3fa19626ba071,15472,2963,benchmarks/pom.xml;pom.xml;zipkin-collector/activemq/pom.xml;zipkin-collector/core/pom.xml;zipkin-collector/kafka/pom.xml;zipkin-collector/pom.xml;zipkin-collector/rabbitmq/pom.xml;zipkin-collector/scribe/pom.xml;zipkin-junit/pom.xml;zipkin-lens/pom.xml;zipkin-server/pom.xml;zipkin-storage/cassandra/pom.xml;zipkin-storage/elasticsearch/pom.xml;zipkin-storage/mysql-v1/pom.xml;zipkin-storage/pom.xml;zipkin-tests/pom.xml;zipkin/pom.xml;,,,.github/workflows/create_release.yml;.github/workflows/deploy.yml;.github/workflows/docker_push.yml;.github/workflows/helm_release.yml;.github/workflows/helm_test.yml;.github/workflows/readme_test.yml;.github/workflows/test.yml;,,,,,,,,,,,,,,
springside/springside4,https://github.com/springside/springside4,master,8950746bb53ce209b4cb5d2d1706712e9c6a0efc,5774,2981,examples/boot-api/pom.xml;examples/boot-showcase/pom.xml;examples/pom.xml;modules/core/pom.xml;modules/jmh/pom.xml;modules/metrics/pom.xml;modules/pom.xml;modules/utils/pom.xml;pom.xml;support/h2/pom.xml;,,.travis.yml;,,,,,,,,,,,,,,,
pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,master,1984dc13e773e7f12eb82e771a5ac8cdf86905e6,5868,2987,assemblies/client/pom.xml;assemblies/core/client/pom.xml;assemblies/core/lib/pom.xml;assemblies/core/pom.xml;assemblies/core/static/pom.xml;assemblies/lib/pom.xml;assemblies/plugins/pom.xml;assemblies/pom.xml;assemblies/samples/pom.xml;assemblies/static/pom.xml;core/pom.xml;dbdialog/pom.xml;engine-ext/api/pom.xml;engine-ext/pom.xml;engine/pom.xml;integration/pom.xml;plugins/aggregate-rows/assemblies/plugin/pom.xml;plugins/aggregate-rows/assemblies/pom.xml;plugins/aggregate-rows/core/pom.xml;plugins/aggregate-rows/pom.xml;plugins/connections/assemblies/feature/pom.xml;plugins/connections/assemblies/pom.xml;plugins/connections/pom.xml;plugins/connections/ui/pom.xml;plugins/core-ui/pom.xml;plugins/core/assemblies/plugin/pom.xml;plugins/core/assemblies/pom.xml;plugins/core/impl/pom.xml;plugins/core/pom.xml;plugins/core/ui/pom.xml;plugins/drools/assemblies/plugin/pom.xml;plugins/drools/assemblies/pom.xml;plugins/drools/core/pom.xml;plugins/drools/pom.xml;plugins/dummy/assemblies/plugin/pom.xml;plugins/dummy/assemblies/pom.xml;plugins/dummy/core/pom.xml;plugins/dummy/pom.xml;plugins/elasticsearch-bulk-insert/assemblies/plugin/pom.xml;plugins/elasticsearch-bulk-insert/assemblies/pom.xml;plugins/elasticsearch-bulk-insert/core/pom.xml;plugins/elasticsearch-bulk-insert/pom.xml;plugins/engine-configuration/api/pom.xml;plugins/engine-configuration/assemblies/feature/pom.xml;plugins/engine-configuration/assemblies/pom.xml;plugins/engine-configuration/impl/pom.xml;plugins/engine-configuration/pom.xml;plugins/engine-configuration/ui/pom.xml;plugins/file-open-save-new/api/pom.xml;plugins/file-open-save-new/assemblies/feature/pom.xml;plugins/file-open-save-new/assemblies/pom.xml;plugins/file-open-save-new/core/pom.xml;plugins/file-open-save-new/pom.xml;plugins/file-open-save/assemblies/feature/pom.xml;plugins/file-open-save/assemblies/pom.xml;plugins/file-open-save/core/pom.xml;plugins/file-open-save/pom.xml;plugins/file-stream/pom.xml;plugins/get-fields/assemblies/feature/pom.xml;plugins/get-fields/assemblies/pom.xml;plugins/get-fields/core/pom.xml;plugins/get-fields/pom.xml;plugins/get-previous-row-field/assemblies/plugin/pom.xml;plugins/get-previous-row-field/assemblies/pom.xml;plugins/get-previous-row-field/core/pom.xml;plugins/get-previous-row-field/pom.xml;plugins/google-analytics/assemblies/plugin/pom.xml;plugins/google-analytics/assemblies/pom.xml;plugins/google-analytics/core/pom.xml;plugins/google-analytics/pom.xml;plugins/gp-bulk-loader/assemblies/plugin/pom.xml;plugins/gp-bulk-loader/assemblies/pom.xml;plugins/gp-bulk-loader/core/pom.xml;plugins/gp-bulk-loader/pom.xml;plugins/gpload/assemblies/plugin/pom.xml;plugins/gpload/assemblies/pom.xml;plugins/gpload/core/pom.xml;plugins/gpload/pom.xml;plugins/hl7/assemblies/plugin/pom.xml;plugins/hl7/assemblies/pom.xml;plugins/hl7/core/pom.xml;plugins/hl7/pom.xml;plugins/json/assemblies/plugin/pom.xml;plugins/json/assemblies/pom.xml;plugins/json/core/pom.xml;plugins/json/pom.xml;plugins/lucid-db-streaming-loader/assemblies/plugin/pom.xml;plugins/lucid-db-streaming-loader/assemblies/pom.xml;plugins/lucid-db-streaming-loader/core/pom.xml;plugins/lucid-db-streaming-loader/pom.xml;plugins/meta-inject/pom.xml;plugins/ms-access/assemblies/plugin/pom.xml;plugins/ms-access/assemblies/pom.xml;plugins/ms-access/impl/pom.xml;plugins/ms-access/pom.xml;plugins/ms-access/ui/pom.xml;plugins/openerp/assemblies/plugin/pom.xml;plugins/openerp/assemblies/pom.xml;plugins/openerp/core/pom.xml;plugins/openerp/pom.xml;plugins/palo/assemblies/plugin/pom.xml;plugins/palo/assemblies/pom.xml;plugins/palo/core/pom.xml;plugins/palo/pom.xml;plugins/pentaho-googledrive-vfs/assemblies/plugin/pom.xml;plugins/pentaho-googledrive-vfs/assemblies/pom.xml;plugins/pentaho-googledrive-vfs/core/pom.xml;plugins/pentaho-googledrive-vfs/pom.xml;plugins/pentaho-repository-vfs/assemblies/feature/pom.xml;plugins/pentaho-repository-vfs/assemblies/pom.xml;plugins/pentaho-repository-vfs/core/pom.xml;plugins/pentaho-repository-vfs/pom.xml;plugins/pom.xml;plugins/pur/assemblies/plugin/pom.xml;plugins/pur/assemblies/pom.xml;plugins/pur/core/pom.xml;plugins/pur/pom.xml;plugins/pur/repository-proxy/pom.xml;plugins/repositories/assemblies/feature/pom.xml;plugins/repositories/assemblies/pom.xml;plugins/repositories/core/pom.xml;plugins/repositories/pom.xml;plugins/s3csvinput/assemblies/plugin/pom.xml;plugins/s3csvinput/assemblies/pom.xml;plugins/s3csvinput/core/pom.xml;plugins/s3csvinput/pom.xml;plugins/salesforce/assemblies/plugin/pom.xml;plugins/salesforce/assemblies/pom.xml;plugins/salesforce/core/pom.xml;plugins/salesforce/pom.xml;plugins/sap/assemblies/plugin/pom.xml;plugins/sap/assemblies/pom.xml;plugins/sap/core/pom.xml;plugins/sap/pom.xml;plugins/shapefilereader/assemblies/plugin/pom.xml;plugins/shapefilereader/assemblies/pom.xml;plugins/shapefilereader/core/pom.xml;plugins/shapefilereader/pom.xml;plugins/streaming/assemblies/feature/pom.xml;plugins/streaming/assemblies/pom.xml;plugins/streaming/impls/jms/pom.xml;plugins/streaming/impls/mqtt/pom.xml;plugins/streaming/impls/pom.xml;plugins/streaming/pom.xml;plugins/version-checker/assemblies/plugin/pom.xml;plugins/version-checker/assemblies/pom.xml;plugins/version-checker/core/pom.xml;plugins/version-checker/pom.xml;plugins/xml-input-stream/assemblies/plugin/pom.xml;plugins/xml-input-stream/assemblies/pom.xml;plugins/xml-input-stream/core/pom.xml;plugins/xml-input-stream/pom.xml;plugins/xml-input/assemblies/plugin/pom.xml;plugins/xml-input/assemblies/pom.xml;plugins/xml-input/core/pom.xml;plugins/xml-input/pom.xml;plugins/xml/assemblies/plugin/pom.xml;plugins/xml/assemblies/pom.xml;plugins/xml/core/pom.xml;plugins/xml/pom.xml;pom.xml;ui/pom.xml;utilities/pentaho-importer-utility/assemblies/pom.xml;utilities/pentaho-importer-utility/assemblies/utility/pom.xml;utilities/pentaho-importer-utility/importer-utility/pom.xml;utilities/pentaho-importer-utility/pom.xml;utilities/pom.xml;,,,,,,,,,,,,,,,,,
apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,master,35c2c7fbd0ba554d14e1fdfd67a35a10ec64739a,4191,3007,logappender/pom.xml;rocketmq-cloudevents-binding/pom.xml;rocketmq-flume/pom.xml;rocketmq-flume/rocketmq-flume-sink/pom.xml;rocketmq-flume/rocketmq-flume-source/pom.xml;rocketmq-hbase/pom.xml;rocketmq-hbase/rocketmq-hbase-sink/pom.xml;rocketmq-hbase/rocketmq-hbase-source/pom.xml;rocketmq-iot-bridge/pom.xml;rocketmq-jms/core/pom.xml;rocketmq-jms/pom.xml;rocketmq-jms/spring/pom.xml;rocketmq-mysql/pom.xml;rocketmq-redis/pom.xml;rocketmq-sentinel/pom.xml;rocketmq-serializer/rocketmq-serializer-avro/pom.xml;rocketmq-serializer/rocketmq-serializer-core/pom.xml;rocketmq-serializer/rocketmq-serializer-examples/pom.xml;rocketmq-serializer/rocketmq-serializer-json/pom.xml;rocketmq-spark/pom.xml;,rocketmq-logstash-integration/rocketmq-logstash-input/build.gradle;rocketmq-logstash-integration/rocketmq-logstash-output/build.gradle;,.travis.yml;rocketmq-jms/.travis.yml;rocketmq-knative/source/vendor/github.com/aliyun/aliyun-tablestore-go-sdk/.travis.yml;rocketmq-knative/source/vendor/github.com/apache/rocketmq-client-go/.travis.yml;rocketmq-knative/source/vendor/github.com/cenkalti/backoff/.travis.yml;rocketmq-knative/source/vendor/github.com/emirpasic/gods/.travis.yml;rocketmq-knative/source/vendor/github.com/satori/go.uuid/.travis.yml;rocketmq-knative/source/vendor/github.com/sirupsen/logrus/.travis.yml;rocketmq-knative/source/vendor/github.com/tidwall/gjson/.travis.yml;rocketmq-knative/source/vendor/github.com/tidwall/match/.travis.yml;rocketmq-knative/source/vendor/github.com/tidwall/pretty/.travis.yml;,,,,,,,,,,,,,,,
apache/hbase,https://github.com/apache/hbase,master,c07c393565950878952e81765515190a07a337f0,4564,3025,hbase-annotations/pom.xml;hbase-archetypes/hbase-archetype-builder/pom.xml;hbase-archetypes/hbase-client-project/pom.xml;hbase-archetypes/hbase-shaded-client-project/pom.xml;hbase-archetypes/pom.xml;hbase-assembly/pom.xml;hbase-asyncfs/pom.xml;hbase-backup/pom.xml;hbase-balancer/pom.xml;hbase-build-configuration/pom.xml;hbase-checkstyle/pom.xml;hbase-client/pom.xml;hbase-common/pom.xml;hbase-compression/hbase-compression-aircompressor/pom.xml;hbase-compression/hbase-compression-brotli/pom.xml;hbase-compression/hbase-compression-lz4/pom.xml;hbase-compression/hbase-compression-snappy/pom.xml;hbase-compression/hbase-compression-xz/pom.xml;hbase-compression/hbase-compression-zstd/pom.xml;hbase-compression/pom.xml;hbase-endpoint/pom.xml;hbase-examples/pom.xml;hbase-external-blockcache/pom.xml;hbase-hadoop-compat/pom.xml;hbase-hbtop/pom.xml;hbase-http/pom.xml;hbase-it/pom.xml;hbase-logging/pom.xml;hbase-mapreduce/pom.xml;hbase-metrics-api/pom.xml;hbase-metrics/pom.xml;hbase-procedure/pom.xml;hbase-protocol-shaded/pom.xml;hbase-replication/pom.xml;hbase-resource-bundle/pom.xml;hbase-rest/pom.xml;hbase-server/pom.xml;hbase-shaded/hbase-shaded-check-invariants/pom.xml;hbase-shaded/hbase-shaded-client-byo-hadoop/pom.xml;hbase-shaded/hbase-shaded-client/pom.xml;hbase-shaded/hbase-shaded-mapreduce/pom.xml;hbase-shaded/hbase-shaded-testing-util-tester/pom.xml;hbase-shaded/hbase-shaded-testing-util/pom.xml;hbase-shaded/hbase-shaded-with-hadoop-check-invariants/pom.xml;hbase-shaded/pom.xml;hbase-shell/pom.xml;hbase-testing-util/pom.xml;hbase-thrift/pom.xml;hbase-zookeeper/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,
square/dagger,https://github.com/square/dagger,master,0fa73e0ee07015f191c25b1f3fdf7048321d1610,7281,3054,compiler/pom.xml;compiler/src/it/default-package-injected-type/pom.xml;compiler/src/it/extension-graph-setvalues/pom.xml;compiler/src/it/extension-graph/pom.xml;compiler/src/it/final-field-inject/pom.xml;compiler/src/it/include-non-module/pom.xml;compiler/src/it/inject-on-class/pom.xml;compiler/src/it/inject-parameterized-type/pom.xml;compiler/src/it/inner-classes-complaint-injection/pom.xml;compiler/src/it/method-injection/pom.xml;compiler/src/it/missing-at-inject-constructor/pom.xml;compiler/src/it/module-type-validation/pom.xml;compiler/src/it/multiple-modules-setvalues/pom.xml;compiler/src/it/multiple-provides-methods/pom.xml;compiler/src/it/multiple-qualifiers/pom.xml;compiler/src/it/private-inject/pom.xml;compiler/src/it/provide-provider-or-lazy/pom.xml;compiler/src/it/provides-method-not-in-module/pom.xml;compiler/src/it/provides-method-with-throws-clause/pom.xml;compiler/src/it/qualifiers-on-invalid-elements-errors/pom.xml;compiler/src/it/qualifiers-on-invalid-elements-warnings/pom.xml;compiler/src/it/same-provides-method-name/pom.xml;compiler/src/it/static-injected-binding-doesnt-fail-providers/pom.xml;compiler/src/it/uninjectable-supertype/pom.xml;compiler/src/it/valid-use-of-qualifiers/pom.xml;core/pom.xml;examples/android-activity-graphs/pom.xml;examples/android-simple/pom.xml;examples/pom.xml;examples/simple/pom.xml;pom.xml;,,.travis.yml;,,,,,,,,,,,,,,,
pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper,master,3a144732ddd24e4b1fac3e3d9cbd0370314e48d6,11203,3061,pom.xml;,,,.github/workflows/pull-request.yml;.github/workflows/release.yml;,,,,,,,,,,,,,,
SERG-Delft/mooc-software-testing,https://github.com/SERG-Delft/mooc-software-testing,master,9103906eb08bdb30ac3e2ee9a45bc32d57f33f54,34,3071,pom.xml;,,,.github/workflows/maven.yml;,,,,,,,,,,,,,,
openmrs/openmrs-core,https://github.com/openmrs/openmrs-core,master,9c69ce66fb5d59b66ef9266be49a2a02262f8c20,1104,3092,api/pom.xml;liquibase/pom.xml;pom.xml;test/pom.xml;tools/pom.xml;web/pom.xml;webapp/pom.xml;,,.travis.yml;,.github/workflows/build-2.x.yaml;.github/workflows/build.yaml;.github/workflows/codeql-analysis.yml;.github/workflows/qa.yml;.github/workflows/stale.yml;,,,,,,,,,,,,,,
